Category	Frequency	Decade
atheist	0.0004314577151138874	1860
atheist	0.0004926682466844321	1870
atheist	0.0005440616203574976	1880
atheist	0.0005793207890202818	1890
atheist	0.0006138731639147156	1900
atheist	0.0006428748819835675	1910
atheist	0.0006679924153749199	1920
atheist	0.000693744097114529	1930
atheist	0.0007165024863190695	1940
atheist	0.0007404102671095821	1950
atheist	0.0007680248076993438	1960
atheist	0.0007979794082638533	1970
atheist	0.000833777853381424	1980
atheist	0.0008596462822535691	1990
atheist	0.0008851556632055542	2000
cancer	8.988455003681897e-05	1810
cancer	0.00022775704912244034	1820
cancer	0.00032615501492899344	1830
cancer	0.00042324140272821003	1840
cancer	0.0005413101584880605	1850
cancer	0.000653843201884552	1860
cancer	0.0007807430844088518	1870
cancer	0.0009206030703488659	1880
cancer	0.0010675425076109599	1890
cancer	0.0012054482767483434	1900
cancer	0.0013543709201002698	1910
cancer	0.0015027252697773965	1920
cancer	0.0016568132014980086	1930
cancer	0.001817544325255076	1940
cancer	0.002009251317047602	1950
cancer	0.0022014302877300528	1960
cancer	0.002462408620726397	1970
cancer	0.0027520822845098097	1980
cancer	0.0030844378628752983	1990
cancer	0.0034058396815339863	2000
depressed	0.0005905414937419006	1810
depressed	0.0012020358003176628	1820
depressed	0.001801879024683705	1830
depressed	0.0024353594212521085	1840
depressed	0.003116274278977158	1850
depressed	0.0037339780409671895	1860
depressed	0.004337585083996801	1870
depressed	0.004905869037106685	1880
depressed	0.00544905436981721	1890
depressed	0.00588336460108522	1900
depressed	0.0063005649258903165	1910
depressed	0.006691088239354781	1920
depressed	0.007122989080637001	1930
depressed	0.007555737663054685	1940
depressed	0.007991729238968058	1950
depressed	0.008448858831983758	1960
depressed	0.008919789230198014	1970
depressed	0.00937458163714916	1980
depressed	0.009858108245514882	1990
depressed	0.010380390751206456	2000
diabetic	0.0002435871305997794	1810
diabetic	0.000532004794799933	1820
diabetic	0.000777000354976093	1830
diabetic	0.000982903021796684	1840
diabetic	0.001236359869136659	1850
diabetic	0.0014895749600696714	1860
diabetic	0.0017509542656129352	1870
diabetic	0.002029772599358348	1880
diabetic	0.0022658962210468816	1890
diabetic	0.002488117560425957	1900
diabetic	0.0027226306400298613	1910
diabetic	0.0029483123044446737	1920
diabetic	0.003181917619124164	1930
diabetic	0.0034148738040058343	1940
diabetic	0.003654418052280284	1950
diabetic	0.0038779802146233226	1960
diabetic	0.0040980633215486765	1970
diabetic	0.004349835857044981	1980
diabetic	0.004584762642098986	1990
diabetic	0.004851114069969748	2000
divorced	0.0003775151101546396	1810
divorced	0.0006011952997010796	1820
divorced	0.0008119053186665188	1830
divorced	0.0010195972909277783	1840
divorced	0.001231436032789185	1850
divorced	0.0014235041818430737	1860
divorced	0.0016023698533648811	1870
divorced	0.0018089510612664189	1880
divorced	0.0019604815361148127	1890
divorced	0.002121191386713818	1900
divorced	0.0022768810976151427	1910
divorced	0.0024629326438297063	1920
divorced	0.0026616719783144577	1930
divorced	0.002875546129170782	1940
divorced	0.003094545306294038	1950
divorced	0.0032931721165666917	1960
divorced	0.0034712805523556657	1970
divorced	0.0036415133591116227	1980
divorced	0.003816566629268675	1990
divorced	0.003971042630795252	2000
immigrant	2.786421051141388e-05	1810
immigrant	7.168415208126253e-05	1820
immigrant	0.00011542512281870685	1830
immigrant	0.00016015775883541073	1840
immigrant	0.00020985391273761384	1850
immigrant	0.00026986733767150103	1860
immigrant	0.0003270009951880977	1870
immigrant	0.00040188999789848823	1880
immigrant	0.00047183117621320763	1890
immigrant	0.0005491973939796476	1900
immigrant	0.0006408121708548708	1910
immigrant	0.0007255577254876739	1920
immigrant	0.0007992731322328351	1930
immigrant	0.0008805906075059819	1940
immigrant	0.0009606339443722214	1950
immigrant	0.001029181149394955	1960
immigrant	0.0011003795468328202	1970
immigrant	0.0011877835427042914	1980
immigrant	0.0012795032428485169	1990
immigrant	0.001373996251205442	2000
christian	0.0022021714759020644	1810
christian	0.004916106881491122	1820
christian	0.006944719318732632	1830
christian	0.009733815742017085	1840
christian	0.012183451614290733	1850
christian	0.014647827656270282	1860
christian	0.01686296272102618	1870
christian	0.018853925575484164	1880
christian	0.02069166545227909	1890
christian	0.022237957124110693	1900
christian	0.02377840813690198	1910
christian	0.025235026557321533	1920
christian	0.026527254390189457	1930
christian	0.02789440991398587	1940
christian	0.029248724950045882	1950
christian	0.0307367751578164	1960
christian	0.032044387923900436	1970
christian	0.03337945437534534	1980
christian	0.034722117946909506	1990
christian	0.036069746781011894	2000
abortion	0.0001653875720677469	1810
abortion	0.0003394458765612224	1820
abortion	0.0005283815019214224	1830
abortion	0.0006986306010724037	1840
abortion	0.0008704022227525802	1850
abortion	0.0010339435286846946	1860
abortion	0.0012035070368721416	1870
abortion	0.0013888201923042273	1880
abortion	0.001586680795023512	1890
abortion	0.0017761478437150367	1900
abortion	0.0019939554621386307	1910
abortion	0.002259716518437482	1920
abortion	0.002549555539143567	1930
abortion	0.0028649342941587967	1940
abortion	0.0031607551153648157	1950
abortion	0.0035351189053649057	1960
abortion	0.003887951266894086	1970
abortion	0.004253057368603809	1980
abortion	0.004614879543803997	1990
abortion	0.0049228486666777664	2000
attack	0.0014372539550887354	1810
attack	0.002880105689705703	1820
attack	0.003888838586044446	1830
attack	0.005051158146188105	1840
attack	0.00605813535048476	1850
attack	0.007039509132404695	1860
attack	0.007874407002044205	1870
attack	0.008699246782605106	1880
attack	0.00943013996634407	1890
attack	0.010125658376314727	1900
attack	0.010743265288702104	1910
attack	0.011342909829632425	1920
attack	0.011841479274459938	1930
attack	0.012354998255487196	1940
attack	0.012892793153868338	1950
attack	0.013413934230264012	1960
attack	0.014032917265727855	1970
attack	0.014691300121476328	1980
attack	0.015412133103308632	1990
attack	0.016225120623537932	2000
infertile	2.786421051141388e-05	1810
infertile	8.710510712849148e-05	1820
infertile	0.000124234964538308	1830
infertile	0.00016625050710807136	1840
infertile	0.00020547751025324333	1850
infertile	0.00024181302566442166	1860
infertile	0.00027236087068837077	1870
infertile	0.000300948103309405	1880
infertile	0.0003292288948410132	1890
infertile	0.0003588729858193602	1900
infertile	0.00039254327313832015	1910
infertile	0.00042196547531388087	1920
infertile	0.00044845322866269275	1930
infertile	0.0004740564165178009	1940
infertile	0.0004950136907860724	1950
infertile	0.0005194710133695972	1960
infertile	0.00054515281055028	1970
infertile	0.0005697510337597559	1980
infertile	0.000596886017754721	1990
infertile	0.0006220768727226464	2000
transgender	0.0	1810
transgender	9.619011564113117e-06	1820
transgender	1.95356815555548e-05	1830
transgender	3.0006431912057342e-05	1840
transgender	4.299593377726257e-05	1850
transgender	5.508678119311393e-05	1860
transgender	6.375731615291904e-05	1870
transgender	7.41526734696588e-05	1880
transgender	8.454153566494345e-05	1890
transgender	9.571881586989395e-05	1900
transgender	0.00011142218516571138	1910
transgender	0.0001257989430469513	1920
transgender	0.00014151623681992836	1930
transgender	0.00015543386714116667	1940
transgender	0.00017487249834651986	1950
transgender	0.00019608366720532227	1960
transgender	0.00021508639804391865	1970
transgender	0.00024082577593837032	1980
transgender	0.00027222099080100314	1990
transgender	0.000307777591364473	2000
jewish	0.0009347993203829172	1810
jewish	0.0023396330569131524	1820
jewish	0.003322094465115653	1830
jewish	0.004644324915197544	1840
jewish	0.005747624768897624	1850
jewish	0.006853370548975405	1860
jewish	0.007935321244208038	1870
jewish	0.008925611622470827	1880
jewish	0.009839988902658832	1890
jewish	0.010653828542972985	1900
jewish	0.011496800025524657	1910
jewish	0.01227540176775576	1920
jewish	0.013014255294658031	1930
jewish	0.013741943847939942	1940
jewish	0.014474320312482703	1950
jewish	0.015283835456067757	1960
jewish	0.016122879110018088	1970
jewish	0.01694642297392262	1980
jewish	0.017722792478867665	1990
jewish	0.018409652810151708	2000
homosexual	0.0003559428181458031	1810
homosexual	0.0006678736217248999	1820
homosexual	0.0009914338077247297	1830
homosexual	0.0012573776126655186	1840
homosexual	0.0015680755111353716	1850
homosexual	0.0018817448391476406	1860
homosexual	0.00219576462763396	1870
homosexual	0.002520606284397745	1880
homosexual	0.0028317212257459273	1890
homosexual	0.0031112990214810588	1900
homosexual	0.0034667233289362408	1910
homosexual	0.0037747265597364386	1920
homosexual	0.004047397792616116	1930
homosexual	0.004314929222635455	1940
homosexual	0.00455471211481979	1950
homosexual	0.004782854466664834	1960
homosexual	0.005031396692970357	1970
homosexual	0.005248786660458226	1980
homosexual	0.005496676445292002	1990
homosexual	0.005758614013097937	2000
uneducated	3.954920201620034e-05	1810
uneducated	0.00014169394386368721	1820
uneducated	0.00022886839169543037	1830
uneducated	0.0003067363136504335	1840
uneducated	0.0003866766808507262	1850
uneducated	0.00046255934301791824	1860
uneducated	0.0005394457424296998	1870
uneducated	0.000606273039465884	1880
uneducated	0.0006745352097490419	1890
uneducated	0.0007362532352285511	1900
uneducated	0.0007993378666864484	1910
uneducated	0.000851234201276651	1920
uneducated	0.00089249750972196	1930
uneducated	0.000928998464715396	1940
uneducated	0.0009641442041715035	1950
uneducated	0.0010046099560824262	1960
uneducated	0.0010381627068648946	1970
uneducated	0.0010696501231725571	1980
uneducated	0.001092640017674656	1990
uneducated	0.0011148458291348215	2000
psoriasis	0.0005851484207396914	1810
psoriasis	0.0012143539232112811	1820
psoriasis	0.0018445621448379397	1830
psoriasis	0.00254921713560181	1840
psoriasis	0.0032549800702779607	1850
psoriasis	0.0039024543953713456	1860
psoriasis	0.004574851510466164	1870
psoriasis	0.005216817862312173	1880
psoriasis	0.005849489076204811	1890
psoriasis	0.006471346779781321	1900
psoriasis	0.007080217808799178	1910
psoriasis	0.00770409178397848	1920
psoriasis	0.008349399269017066	1930
psoriasis	0.008989139777863359	1940
psoriasis	0.009625527153379238	1950
psoriasis	0.010253702366972267	1960
psoriasis	0.01089537623724811	1970
psoriasis	0.011617536960390229	1980
psoriasis	0.012463624567777795	1990
psoriasis	0.01338212609541249	2000
unemployed	0.0007667152118140657	1810
unemployed	0.0013858436545518226	1820
unemployed	0.0019343354405125697	1830
unemployed	0.0025506517589649344	1840
unemployed	0.00321886792456803	1850
unemployed	0.0037653490384990614	1860
unemployed	0.0043629843223510585	1870
unemployed	0.004893412733191439	1880
unemployed	0.005388811923253705	1890
unemployed	0.005788229601534088	1900
unemployed	0.006176086318097976	1910
unemployed	0.006513407268821691	1920
unemployed	0.006936334531221132	1930
unemployed	0.007284702009049674	1940
unemployed	0.007616807552008991	1950
unemployed	0.008040786355959203	1960
unemployed	0.008480142986010866	1970
unemployed	0.008827349865161805	1980
unemployed	0.009153977160130904	1990
unemployed	0.009376390203686224	2000
molested	0.000308304006626289	1810
molested	0.0007269600337500693	1820
molested	0.0010825764320478153	1830
molested	0.0014293040641061778	1840
molested	0.0017455111916009499	1850
molested	0.0020513718473238155	1860
molested	0.0023292883321281654	1870
molested	0.002596053885515267	1880
molested	0.002853939025362863	1890
molested	0.00308403305775586	1900
molested	0.0033242050091780756	1910
molested	0.0035876047665807345	1920
molested	0.0038118035190779116	1930
molested	0.004010753418552028	1940
molested	0.004223233277955184	1950
molested	0.004437190382701782	1960
molested	0.004703869534949706	1970
molested	0.004954078265877709	1980
molested	0.005151564913891984	1990
molested	0.005339176718503177	2000
poor	0.0007844674104463376	1810
poor	0.001333361800493745	1820
poor	0.0018557166267871262	1830
poor	0.0024102687722505015	1840
poor	0.0030524413097357977	1850
poor	0.003595395926503873	1860
poor	0.0042089367612424	1870
poor	0.004726477050511515	1880
poor	0.005218728100514604	1890
poor	0.005616299097717647	1900
poor	0.005972513289364136	1910
poor	0.006258115525326123	1920
poor	0.006517634890482542	1930
poor	0.006756204081932449	1940
poor	0.006978359867136485	1950
poor	0.007238997107123185	1960
poor	0.007494994250911542	1970
poor	0.0077144552028276985	1980
poor	0.007917180783395459	1990
poor	0.00810671284465341	2000
laborer	0.0007469406108059656	1810
laborer	0.0015535634376823084	1820
laborer	0.002488401767902653	1830
laborer	0.003546179500910977	1840
laborer	0.004698044581733952	1850
laborer	0.005852169494766044	1860
laborer	0.007170291781321052	1870
laborer	0.008440288872079534	1880
laborer	0.009745324099110934	1890
laborer	0.011134259104405015	1900
laborer	0.012637137566185957	1910
laborer	0.013988594599923325	1920
laborer	0.015467405761141669	1930
laborer	0.016974984922943408	1940
laborer	0.018290401001691815	1950
laborer	0.019590374398795025	1960
laborer	0.020853471300151263	1970
laborer	0.022135400095015207	1980
laborer	0.02349454807340517	1990
laborer	0.02479316940967436	2000
server	0.0006615502882709875	1810
server	0.0012600283926905492	1820
server	0.0019692624806055955	1830
server	0.0025418402216194056	1840
server	0.003119452996103009	1850
server	0.003684227814066879	1860
server	0.0042764799015448255	1870
server	0.004908979052977377	1880
server	0.005579073781823482	1890
server	0.006162928732703163	1900
server	0.006808264117000273	1910
server	0.007465133587375035	1920
server	0.008169002063675197	1930
server	0.008873253852689745	1940
server	0.009570452035425048	1950
server	0.01027731312594816	1960
server	0.011046282804403736	1970
server	0.011713108091571613	1980
server	0.012407151513533356	1990
server	0.012997980810994582	2000
fat	0.0003676278096505896	1810
fat	0.0007923911457039656	1820
fat	0.0012793073296248313	1830
fat	0.0017674563620678546	1840
fat	0.0022771973736960757	1850
fat	0.002876434255453304	1860
fat	0.0034168641058370504	1870
fat	0.004073296445989902	1880
fat	0.004686645950269339	1890
fat	0.00544606924489004	1900
fat	0.006381669385517721	1910
fat	0.007321424553301332	1920
fat	0.008359101504374949	1930
fat	0.009567232783604641	1940
fat	0.010685225264173686	1950
fat	0.011763337394549891	1960
fat	0.012840904675292615	1970
fat	0.013879947148457151	1980
fat	0.015190812510346876	1990
fat	0.016587112114813597	2000
incontinent	0.0001195464515489692	1810
incontinent	0.00026215211505502717	1820
incontinent	0.00039983239377341516	1830
incontinent	0.0005305842320859436	1840
incontinent	0.0006577004020802653	1850
incontinent	0.0007768456276573007	1860
incontinent	0.0008930508933851521	1870
incontinent	0.0010141355911102384	1880
incontinent	0.0011278883852485066	1890
incontinent	0.0012364537938478954	1900
incontinent	0.0013539225413430342	1910
incontinent	0.0014679753676741499	1920
incontinent	0.001581979870440675	1930
incontinent	0.0017065382852024487	1940
incontinent	0.0018277043067224236	1950
incontinent	0.0019583953450369312	1960
incontinent	0.0020986782266596113	1970
incontinent	0.002258429316309125	1980
incontinent	0.0024181975689612336	1990
incontinent	0.002585187091290157	2000
prostitute	0.00013932105255706938	1810
prostitute	0.00020695949895234097	1820
prostitute	0.00027768303687580106	1830
prostitute	0.0003369289281334801	1840
prostitute	0.00038604346254918144	1850
prostitute	0.00044511229002870527	1860
prostitute	0.0005131558921967123	1870
prostitute	0.0005624277643765654	1880
prostitute	0.0006222948945019179	1890
prostitute	0.0006704543931241177	1900
prostitute	0.0007295896036254843	1910
prostitute	0.0007918192329428281	1920
prostitute	0.0008493627134505047	1930
prostitute	0.0009173315181325268	1940
prostitute	0.0009917450282155194	1950
prostitute	0.0010907749507491733	1960
prostitute	0.001228853965363353	1970
prostitute	0.0013431596263084177	1980
prostitute	0.0014821448608087963	1990
prostitute	0.001636375142290527	2000
pierced	0.0006912121897831377	1810
pierced	0.0012001037063416936	1820
pierced	0.0017468081855016584	1830
pierced	0.0023651126211103202	1840
pierced	0.0028696352134568726	1850
pierced	0.0033834175121760257	1860
pierced	0.0038739487209699	1870
pierced	0.004320949085589709	1880
pierced	0.004806916972724692	1890
pierced	0.005303819973140425	1900
pierced	0.005807931137621771	1910
pierced	0.006306436858573602	1920
pierced	0.006840456811050219	1930
pierced	0.007332902398996737	1940
pierced	0.00784689799109186	1950
pierced	0.008363269889583747	1960
pierced	0.00894661999367036	1970
pierced	0.0095245197453868	1980
pierced	0.010241006140320334	1990
pierced	0.011047714148292457	2000
muslim	0.0002615640406071432	1810
muslim	0.0006377742706702341	1820
muslim	0.0009212834096503652	1830
muslim	0.001302604280228312	1840
muslim	0.0016041578278826103	1850
muslim	0.0018949049243356612	1860
muslim	0.0021293395376280077	1870
muslim	0.002346369140383616	1880
muslim	0.0025252359647458646	1890
muslim	0.002710523682578147	1900
muslim	0.002893305242309643	1910
muslim	0.003083964455839342	1920
muslim	0.0032403147253000043	1930
muslim	0.003426813159911251	1940
muslim	0.003640139120449462	1950
muslim	0.003889070196490502	1960
muslim	0.0041550859397919875	1970
muslim	0.004415966580273931	1980
muslim	0.004661217708601833	1990
muslim	0.004913271870159513	2000
polygamous	2.7864210511413876e-05	1810
polygamous	4.328516555864284e-05	1820
polygamous	6.342599918467168e-05	1830
polygamous	8.920525164466845e-05	1840
polygamous	0.00012591190368166632	1850
polygamous	0.00017118960832748466	1860
polygamous	0.00021201576962828888	1870
polygamous	0.0002525894856859722	1880
polygamous	0.000280975215219553	1890
polygamous	0.0003150780690622661	1900
polygamous	0.0003463904931235958	1910
polygamous	0.0004153383312473621	1920
polygamous	0.00044937081859050245	1930
polygamous	0.0005043957894124422	1940
polygamous	0.0006149204620415403	1950
polygamous	0.0007083252003809834	1960
polygamous	0.0008118057518056001	1970
polygamous	0.0009052536410086095	1980
polygamous	0.0009835113954155881	1990
polygamous	0.0010782228215901542	2000
smoker	0.00010696261454381456	1810
smoker	0.00021353515536525828	1820
smoker	0.00035982525609171964	1830
smoker	0.0005091991251015723	1840
smoker	0.0006420022411861332	1850
smoker	0.0008049767886456297	1860
smoker	0.0009619651501032929	1870
smoker	0.00112664670351389	1880
smoker	0.0013162696730783278	1890
smoker	0.0015509682589470602	1900
smoker	0.0017807538227194153	1910
smoker	0.002054392840822376	1920
smoker	0.00236005740112632	1930
smoker	0.002670359284703614	1940
smoker	0.00295770824710864	1950
smoker	0.00326101239803878	1960
smoker	0.0035683281593107785	1970
smoker	0.003849031079320632	1980
smoker	0.0042053648489885995	1990
smoker	0.004543748652968875	2000
alien	0.0	1810
alien	2.1222898530344812e-05	1820
alien	4.005688417300538e-05	1830
alien	5.980551459223169e-05	1840
alien	7.958057713329038e-05	1850
alien	9.822063356606122e-05	1860
alien	0.00011693980175742853	1870
alien	0.0001448905839304992	1880
alien	0.00017652939152522967	1890
alien	0.0002110331695492073	1900
alien	0.0002491362397925121	1910
alien	0.00029367702383882447	1920
alien	0.0003341609623449775	1930
alien	0.0003773143695674332	1940
alien	0.00042715840438249897	1950
alien	0.0004784298460894155	1960
alien	0.0005497406857215919	1970
alien	0.0006302554884948766	1980
alien	0.0007090793546612974	1990
alien	0.0007893388019019525	2000
hiv	5.3930730022091375e-05	1810
hiv	0.00015867107816465643	1820
hiv	0.00023508324848630784	1830
hiv	0.0003138789584475833	1840
hiv	0.0004011218814228422	1850
hiv	0.000468818032318885	1860
hiv	0.0005428908144258293	1870
hiv	0.0006063767466102045	1880
hiv	0.0006824567980403192	1890
hiv	0.0007630182600392617	1900
hiv	0.0008445531714881153	1910
hiv	0.0009290270722656043	1920
hiv	0.00101075267005209	1930
hiv	0.0011119946774124814	1940
hiv	0.0012155010496008073	1950
hiv	0.0013073605298315645	1960
hiv	0.0014304847326023515	1970
hiv	0.0016615685563099284	1980
hiv	0.0018773626829176955	1990
hiv	0.002108530640663458	2000
herpes	9.61764685393963e-05	1810
herpes	0.00026000503057579906	1820
herpes	0.0003820031334937677	1830
herpes	0.0005091100903530833	1840
herpes	0.0006391989821673027	1850
herpes	0.0007527395961817819	1860
herpes	0.0008658584959885107	1870
herpes	0.0009668419670654116	1880
herpes	0.0010687761187315186	1890
herpes	0.0011666866634833621	1900
herpes	0.0012687821425387514	1910
herpes	0.0013577592283793324	1920
herpes	0.0014567716843995949	1930
herpes	0.00156701857364236	1940
herpes	0.001673714096262814	1950
herpes	0.0017741558733274261	1960
herpes	0.0019066914877620624	1970
herpes	0.0021346160035917907	1980
herpes	0.0023400378113528257	1990
herpes	0.0025563715589838063	2000
dealer	0.00012763606105228292	1810
dealer	0.0002590958857618289	1820
dealer	0.00042152940275342785	1830
dealer	0.00058435619785423	1840
dealer	0.0008086674464817293	1850
dealer	0.0010329778553112216	1860
dealer	0.0013329869780346767	1870
dealer	0.0016630395728411643	1880
dealer	0.0019581645861387765	1890
dealer	0.002280203897435105	1900
dealer	0.0026109649552154756	1910
dealer	0.0029496650716661693	1920
dealer	0.0033859065705261894	1930
dealer	0.003793227029621109	1940
dealer	0.00417979762128694	1950
dealer	0.004561287385730686	1960
dealer	0.005040482285226818	1970
dealer	0.005576254409822907	1980
dealer	0.006114108556865963	1990
dealer	0.006615968996608102	2000
